Id,EssaySet,Score1,Score2,EssayText
6269,3,0,0,Pandas and koalas are alike because they both don't eat meat and are not threats. They are diffent from cobras because cobras are very deadly animals and eat anything.
6270,3,2,1,"The Chinese panda and the Australian Koala bear are both specialists, China's panda which eats almost nothing but bamboo. Australia 's Koala bear , which eats eucalyptus leaves almost exclusively. They're different than pythons because they're specialist and the pythons are generalists. Panda's and Koala's can't live everywhere and adapt but generalist can."
6271,3,1,2,"Pandas in China and koalas in Australia are similar because they are both specialists. China's panda ""eats almost nothing but bamboo"" and Australia's koala ""eats eucalyptus leaves exclusively.""  They are different from pythons because pythons are generalists that can live anywhere and eat anything."
6272,3,1,1,Pandas in China are similar to Australia's koalas because the tend to only eat one type of food. Pandas will only eat eucalyptus leaves. They are different from pythons because they can live pretty much any where and learn how to survive.
6274,3,0,0,Pandas in China are similar to the koalas in Australia because they are having less of an environment with people cutting down trees and killing their homes. They're different from pythons because pythons home growing since they have a new home in the everglade were they're overpopulating.
6275,3,1,1,Pandas are similar to koalas because they both mainly eat one thing. A python differs from these because they eat many different things to survive.
6276,3,1,1,"In the article pandas and koalas are labeled as specialist who eats greens ( bamboo and eucalyptus leaves) pandas and koalas have to be around their own creatures and their daily supply of food. Pythons, on the other hand, can tolerate being in the same environment as humans due to the support of technology. they are generalists that are capable to survive being around humans."
6277,3,1,1,Pandas in china are similar to koalas in Australia because they are specialists who only eat one type of food. They are different from pythons because pythons can spread out a lot further (through the world) than pandas or koalas can.
6278,3,1,1,The author revels that the specialist of china is the panda and it almost eats nothing but bamboo.While the Australia's specialist is the koalas bear who eats eucalyptus leaves.This animal's only eat one thing while python is the ultimate being that can live anyone not one area with specialist.
6279,3,1,0,"From paragraph 19-21. It contrasts generalists and specialists. Specialists like China's panda and Australia's koala bear only eat specific foods that they favor. However, python one example of generalists, is abundant in many places, Moreover, pythons can do best around humans too. Also China's panda or Australia's koala bears are sensitive and picky."
6280,3,2,2,Panda's in China are similar to koala's in Australia because they both exclusively eat one item. Panda bears eat only bamboo and koala's exclusively eat eucalyptus leaves. They are both different from pythons because pythons are generalist and can live mainly anywhere and eat almost anything.
6283,3,0,1,Pandas in China and koalas in Australia eat almost on thing exclusively pandas eating bamboo and koalas eating eucalyputs leaves. Koalas live in a more warmer and dryer climate the pandas.
6284,3,1,1,Pandas are similar to Koalas in Australia because they each eat one specific food and they are both considered a specialist according to paragraph 21. They are both different from pythons because a python is a generalist and they don't need such a specific thing like pandas and koala according to paragraph 13.
6285,3,0,0,Pandas are similar to koalas because they both walk on legs they both eat bamboo and leaves. They are different from pythons because pandas or koalas can't slither on the groun and they can eat a crocodile.
6286,3,0,0,Because pandas eats nothing but bamboo and koalas eucalyptus leaves which a python eats any and everything.
6287,3,0,0,"In the article it says pandas and koalas both eat plants. This differs from the python, because unlike pandas & koalas, pythons are carnivores."
6288,3,1,1,Pandas in China are like koalas in Australia because they are both specialist and basically just have one food source. Pandas have bamboo and koalas have eucalyptus leaves. They are different from pythons because pythons are generalist and they are specialist so pythons can live in many places and pandas and koalas really don't
6289,3,1,1,"Pandas in China compare to koalas in Australia due to the fact they both exclusively eat one type of plant. While pandas live off of bamboo, koalas live off of eucalyptus leaves. However, both these animals differ from pythons because pythons eat anything and are a threat to society."
6290,3,1,1,A python is a generalist. It is easier for them to survive because how we live suits them better than the specialist. They ate China's panda and Australia's koala bear. They are both endangered species. They eat certain things that only grows where they live.
6291,3,0,0,"Pandas in China are similar to koalas in Australia because they are both generalist species. Pythons are a specialist species. The article states that ""we live in an age that leaves generalists rather than specialists"". People in general tend to relate better to a panda rather than a snake. The article says being it is ""no mistake"", That the generalist species do better in places they live in."
6292,3,1,1,"Pandas in China and Koalas in Australia are both specialists, while phythons are generalists. The author said, A specialist is China's Panda, which eats almost nothing but bamboo...' These animals have a very limited songs of food that they will eat while pythons can eat almost anything."
6293,3,0,0,"China's panda and Australia's koala are similar because they both eat plants. Those two are different from pythons because they are not dangerous to humans. In the story it talks about a python eating a aligator. Pandas and koalas are no threat to humans, pythons on the other hand serves a big threat."
6294,3,0,1,They are both similar because of eating only one food which they both have in common. And a python is a generalist to where the panda and the koalas are specialist.
6295,3,0,0,"Panda's and koalas are similar to pythons because they all need things in order for them to live. It can be food, location, or the climate. Panda's and koala's are different from pythons because unlike pythons, panda's and koala's eat leaves and bamboo which cab easily be grown."
6296,3,1,1,The pandas in China are equivalent to the koalas because they don't eat a big variety of food such as a python. Pythons can eat anything from rats to aligators. A panda eat mostly bamboo and koalas eat eucalyptus leaves they don't have a wide variety of food.
6297,3,0,0,Pandas in China are similar to koalas because how big they are another conist. They 're differt from pythons because they're not as popular as pythons.
6298,3,1,1,"Pandas in China are very much similar to koalas in Australia because they both are animals that eats distinctive and dont adapt good to changes, out of it's enviroment. ""MacInnes is not without an environmental conscicen."" On the other hand pythons are easy to adapt to ""rapidly changing place."""
6303,3,0,0,Pandas in China & koalas in Australia are similar because they are specialist. ^p They are different from pythons because pythons are generalist.
6305,3,1,1,"A specialist is China pandas, which eats almost nothing but bamboo or Australia's koala bear, which eats eucalyptus leaves almost exclusively. They both are differend because, they don't have the same thing."
6306,3,1,1,"A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala eats eucalyptus leaves almost exclusively. They both are vegetion eating animals, but the python eat meat."
6307,3,1,1,Pandas in China are similar to koalas in Australia because they both exclusively eat one type of plant. They are different from pythons because pythons can eat whatever they want.
6309,3,1,1,"Pandas in China and koalas in Australia are similar because they eat one thing exclusively. However, according to the article they are different from pythons because pythons are generalists, they will eat more than one food."
6310,3,1,1,Pandas and Koala bear are similar because they are both specialists. The Panda lives on mainly bamboo. While the Koala's eats only eucalyptus leaves. These two specialists are different from a python because pythons are generalists.
6311,3,0,0,"If panda bears were found in China, and koalas in Australia then they are most likely to be there due to the natural habitat. because if pythons came to the northern part of the U.S they probably will not survive. But some are than its because a zoo knows what they need to survive, pandas and koalas are different from pythons because they it from plants at of nature. Pythons eat animals and may be hander for them to find."
6313,3,1,1,"Both the panda and the koala eat alot of leaves all the time, the panda eats bamboo and the koala eats eucalyptus leaves. Whats different from snakes and these bears is that the bears don't eat meat and most people don't have panda's or koalas for pets"
6314,3,1,1,"Pandas in China are similar to koalas in australia, pandas eat almost nothing but bamboo. Australian koala bears which eats eucalyptus leaves. They're both different from pythons because pythons are snakes and snakes are reptiles that eat anything they can feed on."
6316,3,2,2,"Pandas and koalas are similar because they are specialists. They eat only one thing; pandas eat bamboo, and koalas eat eucalyptus leaves. They differ from pythons because pythons are generalists. Generalists eat more than one type of food and can adapt to the environment around them."
6317,3,1,1,"Pandas are similar to Koalas because they both only really eat one thing Pandas (bamboo) Koalas (eucalyptus leaves) and turny and luk cuddely rather to the python which is vigious eats any thing that has blood, for example, it ate a aligator and dangeous."
6319,3,0,0,Pandas in China are similar to koalas in Australia because they are both a type of bear. Thee bears are different from a python because a python is a type of ''reptile.''
6320,3,2,1,"Pandas in China and koalas in Australia are similar because they are both specialist animals that both are on a diet of mainly one thing. Pandas strictly bamboo, and koalas mainly only eucalyptus. These two animals are different from a python because pythons eat many different things in order to survive and can live in numerous places."
6321,3,2,2,"Pandas and koalas are similar because they are specialists, they survive on a very specific food source and a specific environment. However, pythons are generalists in that they don't require a specific food source and climate to survive. Subsequently, pythons can spread much farther than pandas and koalas."
6323,3,0,0,"Pandas and Koalas are different from pythons in many ways. One way is actions. What I mean by this is that Pandas and Koalas are ""lazy"" all they do is sit around eather bamboo or eucalyptus. Pythons on the other hand hunt for food and have to berry  about other predators."
6324,3,1,1,"Pandas in China are similar to koalas in Australia because they are both specialists. China's panda, ''eats about nothing besides bamboo'' and Australia's koala, ''eats eucalyptus leaves exclusively (Achenbach). A python is a a more generalist animal such as a raccoon, deer, or cockroach."
6325,3,0,0,"A python is a generalist. The China's panda and the Australia's koala are a specialist. They all eat different things and come from different places. But, in my eye's what the have the same is that their harmful and rarely kept has home pets."
6326,3,0,0,Pandas in China are similar to koalas in Australia because they eat plants and they are furry all over. Both these animals are different to a python because they need to be in very warm weather they need to eat small animals and they can be pets for people.
6327,3,0,0,Pandas in China are similar to koalas in Australia because they both eat plants. They are both different from pythons because pandas and koalas are not snakes and are not deadly animals and they are not reptiles.
6329,3,1,1,Pandas in China and koalas in Australia are similar because they have a specific diet and are not dangerous to humans. They are different from pythons because pythons can eat other reptiles and are dangerous to humans.
6330,3,0,1,"Pandas from China and koalas in Africa are similar because they are vegetarian specialist species, as stated in paragraph 21. Pythons are different from them by being carnivorous general species."
6332,3,1,1,China's panda & Australia's koala are similar because they're both specialists. Also the pand eats almost nothing besides bamboo. The koala eats almost nothing besides eucalyptus leaves. They both have a certain food they it & it makes them both very alike.
6337,3,1,1,Pandas in China and koalas in Australia are both specialist species. This is because they both survive off if one type of food and live off of stability. A python is a generalist species because it can live anywhere and adapt to change. Paragraphs 20 and 21 both describe what generalist and specialist species are and explain how they differ.
6338,3,1,1,"Pandas and koalas are similar because they're herbivores. They don't have meat in their diets. They eat plants that are also very similar. Koalas eat eucalyptus and pandas eat bamboo. Also, they are both specialists unlike pythons which are generalists. People don't want to harm or take koalas and pandas. Pythons are generalist who w/ assistance can live anywhere."
6340,3,0,0,Pandas in China are similar to koalas in Australia. Is because they both eat an excess amount of one thing. They say that MacInnes is not without an enviermental conscience. Which mence there has to be consstents in the envierment and both animals keep that constentness.
6342,3,1,1,The difference proposed by the article between pandas and koalas and the python is the same are us between specialists and generalists respectively. Pandas and koalas are considered specialists because their survival is based on their ability to st subsist or a way specific that the python protrudes because it is generally able to survive in many habitats.
6343,3,1,1,"There are many differences between a panda from China, a koala from. Austrailia and a python. For example, panda's and koala's are specialist (they eat on specific food plants), while pythons eat everything and anything."
6344,3,0,0,Pandas in China are similar to koalas in Australia. They are bear type animals. They eat almost the same food. the python went native. Pythons require climate conditions similar to panda homeland.
6345,3,1,1,Pandas in China and koalas in Australia are similar because they are specialist species. These two animals require certain factors in their habitat. They are different from pythons however because pandas and koalas are living in a fixed environment while pythons can move around.
6346,3,1,1,"Pandas in China are similar to koalas in Australia because they each only eat one type of food. Pythons, however eat many types of food."
6347,3,0,0,China's panda and Australia koala are similar because we are all fort of a vast experiment in the bending of organism from around the world.
6348,3,0,0,Panda's from China are similar to Koalas in Australia because they are both harmful. In the article it says all they do is eat. The Panda's eat almost nothing but bamboo. The Koala's almost eat nothing but eucalyptus leaves.
6350,3,1,1,"The panda and the koala are both specialists. A panda only eats bamboo and the koala only eats eucalyptus leaves. These animals aren't dangerous animals. They're not known for eating alligators or rats, like a python. Koalas and pandas aren't found everywhere but pythons can be found all throughout the U.S."
6352,3,2,1,"Pandas in China are similar to koalas in Australia because they both eat mainly one food source, and have little access invading areas that are not their native areas. they are specialists. They are both different from python because pythons are generalists that can live in a wide climate range. I know this because in paragraph 19 it says "" a generalist is a raccoon, a python, a cockroach, a white tailed dear."""
6353,3,0,1,"According to the information I read the way pandas in China are similar to koalas in Australia are that they both never eat nothing else but bamboo(pandas), and eucalyptus leaves (koalas) they both eat health thing and nothing else; on the other hand the difference is that they live in different places; one lives in China (panda) and the other in Australia(koalas) which comes to different climate for both animals."
6354,3,2,2,"Pandas from China and koalas from Australia are similar because they are both specialists. They eat the same foods day in and day out and they have a limited range in which to live. Both of these animal are different from pythons, though, pythons are generalists much like us humans. Pythons can adapt to change and can live in numerous environments. On the other hand, pandas and koalas can do no such thing."
6356,3,1,1,Pandas and koalas are both specialist species. The article state that they are specialist because they both eat only a certain type of plant. Pandas only eat bamboo and koalas only eat eucalyptus leaves. They are different from the python because the python are samialist they can survive anywhere without difficulties.
6357,3,1,1,"China's panda and Australia's koala bear are both similar, and different than pythons. The panda and koala bear are both specialists in their countries, and both generally eat only one thing. Panda's and koalas are very different than pythons. Pythons are a generalist and are deadly, which is very different than pandas & koalas."
6358,3,0,0,According to the article panda's and koala's are similar because they are considered specialist. The things that they consume aren't harmful to others. Pythons can wipe out almost any populations of animals.
6359,3,0,0,Pandas in China are similar to koalas in Australia because they eating things that they normally dont eat. Both are different from pythons because they cant easily migrate.
6360,3,1,1,Pandas in China are similar to koalas in Australia because they are both specialists. They are also similar because each of them only eat one food source. Pandas eat almost nothing but bamboo and koalas eat eucalyptus leaves almost exclusively.
6361,3,2,2,"Pandas are similar to koalas because they both eat mainly one thing and not a variety of foods. They're both considered specialists because the article claims that pandas eat almost nothing but bamboo while koalas eat eucalyptus leaves almost exclusively. Pythons on the other hand, can eat several different animals and not just one like pandas and koalas. The article shows that pythons catch rats, alligators and more!"
6364,3,1,1,"Pandas in China are similar to koalas in Australia because they both only eat one thing. Pandas only eat bamboo, and koala bears eats eucalyptus leaves. But they are both different from pythons because pythons will eat any kind of meat. The mainly eat rats and mouses."
6365,3,2,2,Panda in China are similar to koalas in Australia because they are both specialists species that can only live on the food that is in those areas bamboo for pandas and eucalyptus leaves for the koala where as the pythons are generalist species that can eat just about nothing and live just about anywhere.
6368,3,1,1,"Pandas in china are very similar to koalas in Australia because they are both specialist. They also both only eat basically one type of food. Pandas eat bamboo and koalas eat eucalyptus leaves. This makes them both different from pythons because pythons are generalists and pythons eat almost anything in sight, For example an alligator."
6369,3,1,1,"Pandas in China are similar to koalas in Australia because they're both specialists which means they can only survive on one special thing (bamboo or eucalyptus leaves). The article says ""A specialist is China's panda, which eats almost nothing but bamboo or Australia's koala bear which eats eucalyptus leaves almost exclusively."" They're both different from pythons because pythons are generalists. Generalists can live anywhere with the assistance of technology."
6370,3,2,1,"China's panda bear and Australia's koala bear are similar because they are both specialists. They both survive on basically one type of food and wouldn't survive outside of their habit. Both these animals are different from the python because the phython eats different food, and as the map shows, live in multiple places."
6372,3,1,1,"Pandas and koalas are similar because, all they eat is stuff from trees which are bamboo, and eucalyptus leaves. Pandas and koalas are different from pythons because , pandas and koalas are vegetarians . pythons eat meat like rabbits, even alligators."
6373,3,1,1,"A panda in China and a koala in Australia are both similar because they are specialists. Pandas eat only bamboo and a koala eats eucalyptus leaves almost exclusively (para 21). Both pandas and koalas are different from pythons because pythons are generalists. Pythons eat more than one type of food, just like a ""cockroach, a white-tailed dear"" (para 20). Therefore, pandas and koalas are specialists and pythons are generalists."
6374,3,1,1,"Pandas in China and koalas in Australia are similar, according to the article, because they are both specialist species, the article states that they can survive on one food source. They differ from the python because a python survives on a lot of different food sources."
6375,3,0,0,They are both similar because in the article it said all they eatis bamboo.
6377,3,1,1,Pandas in China are similar to koalas in Australia because they only eat 1 kind of food and pythons eat anything like a alligator as wood rat.
6378,3,1,1,Pandas in China are simular to koalas in Australia because there both eat one thing all day and are specialists. There also different from other animals like the python because pandas and koalas are plant eaters and are pythons eat other animals and are generalists.
6379,3,1,1,"Pandas in China are to koalas in Australia because the both eat certain foods. Pandas eat only bamboo and koalas eat eucalyptus leaves. These animals differ from a python because pythons are invasive and very dangerous. Also, pandas & koalas are specialist animals when pythons are generalist."
6380,3,1,1,"They are both specialists meaning they need to stay in one place that is best suited for them. Pythons, however are generalist and can move around and live anywhere."
6381,3,1,1,"Pandas in China are similiar to koalas in Australia because the both eat nothing but one thing. They are both different from pythons because pythons eat almost everything. In the article is also talks about how pythons are generalists, while pandas and koalas are specialists."
6382,3,0,1,"Koalas and panda bears in China are similar in terms of there diet. They are both herbivores that eat plants, as explained in paragraph 21. Also they are specialists who do not do best in and around humans.'' Pythons however, are generalists and thus are more abundant."
6383,3,1,1,"Pandas in China are similar to Koalas in Australia because they are both specialists. They also both barely eat, and when they do, it's a plant. For example China's panda basically only eats bamboo and Australia's Koala bear eats eucalyptus leaves barely as stated in the article. Pythons are different because as stated in the article, they are generalists. Pythons are carnivores and a danger to other animals, while pandas and Koalas will not harm an animal to eat it."
6384,3,1,1,"Pandas in China are similar to koalas in Australia because they are specialists. This term refers to their inability to become abundant. They both eat specific foods which would not enable them to flourish. This is unlike pythons because with climate conditions similar to those in their Asian homeland, they can ""invade"" potential habitats."
6385,3,1,1,Pandas in China are similar to koalas in Australia whereas they can only live in certain ares. Most pandas are found in China and most koalas are found in Australia. They are kept away from pythons and are different from them because pythons are starting to be found everywhere including America.
6388,3,1,1,"Pandas in China are similar to Koalas in Australia because they both are mammals that primaraly only eat one type of food plant each. Koalas mostly eat eucalyptus leaves and Pandas eat mainly bamboo. Both of these animals differs from a python because they are specialist favoring in stability, as to a python being a generalist favoring changes."
6389,3,1,2,"Both the panda and koala bears are specialists, which live in a certain area, and only each a specific food. Where as a python is a generalist meaning that they can ""live anywhere from Florida to Antarctica to outer space"" and eat a variety of foods, like a human."
6392,3,1,2,"Pandas and koalas are similar and different from pythons. Pandas and koalas are specialist where python is a generalists. Pandas almost strictly eat bamboo, and koalas eat mostly eucalyptus leaves. These animals are limited to there habitats where pythons can spread out and invade, because they eat different kinds of food. This show they are similar to eachother and different from pythons."
6393,3,1,1,Pandas in china are similar to koalas in Australia because they are both specialist species. This is because they cannot survive outside their original habitat. Unlike pythons who are generalists species they can survive in generally any area.
6394,3,1,1,The pandas in China are similar to the koalas in Australia because they are both specialists. These two animals differ from pythons because pythons are generalists. Specialist can only live one areas nway in contrast to generalist who can adapt and live almost anywhere.
6395,3,1,1,They are different because the China pandas they eat nothing but bamboo and the koalas in Australia they only eat leaves and the pythons eat other animals and all  kinds of staff and the pandas and koalas live in fair fire it and cold temperatures on like the python they live in hot places and note the cold.
6396,3,0,1,"Both the panda and the koala eats eucalyptus leaves. They are different from pythons because pythons are less human friendly then the panda and koala and pythons are carnivores, pandas and koalas almost."
6399,3,1,1,"Pandas in China are similar to Koalas in Australia because they both only eat one thing to survive in there lifestyle. Both pandas and Koalas bears are different from pythons because pythons pretty much eat anything to survive, for example the python that ate a whole alligator or the python that had ate a wood rat and it was found in the belly of a python."
6401,3,0,0,China's panda is similar to Australia's koala because they basically eat the same thing act the same. They're different from pythons because they don't eat other animals. Most people would think a panda is better than a python because snakes can be dangerous.
6404,3,0,1,Pandas in China and koalas in Australia are similiar because they both only eat 1 type of food. For pandas it is bamboo and koalas are eucalyptus leaves. They are both different than pythons because pandas and koalas can adapt to other environments and pythons can't.
6405,3,2,2,"Panda in China and Koalas in Australia are similar because they are both specialists which according to the article,need stability for example, pandas live off of mostly bamboo and Koalas live almost exclusively off of eucalyptus leaves. They are different from pythons, generalists who have been able to adapt to the food sources and different parts of the world."
6406,3,2,2,"Pandas in China $ koala bears in Australia are similar because they both have a limited and small food source. China's panda ""eats almost nothing but bamboo"" and Australia's koala bear ""eats eucalyptus leaves almost exclusively."" If either animals were to be  taken away from their exclusive food source, they would struggle to survive $ not adapt ways. This is unlike the pythons because a python can easily live in many different places $ adapt well. They have much broder food source. Therefore make them to survive $ adapt there."
6408,3,2,2,"Koala bears and panda bears are similar because they are "" Specialists"" are animals that have hard time adapting to new climates and food sources. The article also states that both animals eat exclusively one food. Both animals are different than pythons because pythons are generalists not specialists. They can adapt to new habitats and food sources unlike the koala bear as panda bear."
6409,3,0,1,Pandas in China are very similar to koalas in Australia because they don't eat other animals. Pandas eat bamboo and koalas eat leaves.
6410,3,2,2,"Pandas in China are similar to koalas in Australia because they are both specialists. They can not live anywhere, because pandas need bamboo and koalas need eucalyptus leaves to eat. Without these they will starve. These are both different from pythons because a python can live anywhere, as long as the climate is the right temperature. This is because they can eat anything even an alligator if they need to."
6411,3,1,1,Pandas from China and koalas from Australia are similar because they both eat specific foods that suit them. They are both different from pythons because pythons can adapt to any place. Koalas and pandas can't because koala's only eats eucalyptus leaves and panda's only eat bamboo.
6412,3,2,2,"Pandas in China are similar to Koalas in Australia because both "" specialists. In the article it say panda's eat bamboo exclusively and Koala eat eucalyptus leaves almost exclusively. They are both different from pythons because a python's because a python will eat a wide variety of foods. And a python is classified as a ""generalists"" as said in the article , meaning its more adaptive than a panda or Koala  bear."
6413,3,0,1,"Pandas in China are similar to koalas in Australia because both are specialist. For example, they both are vegeterians. Thes two animals are alike because of their eating habits unlike the python. Pythons eat other creatures to survive or digest and spit them back out."
6414,3,0,0,"Pandas in China are similar to koala bears from Australia because they are both specialist and also, they both eat similar foods."
6417,3,0,1,"Pandas in China are similar to Koalas in Australia because they both only eat one thing. They don't harm  the environment. Pythons harm the environment ""are imperiling the endangered species in the Florida keys."""
6419,3,0,1,"Pandas and koalas are similar because they both eat plants. They are both different from pythons because unlike pandas and koalas, pythons eat other animals. According to the article, ''a python swallowed an alligator and exploded.'' They seem to eat anything they find."
6420,3,0,0,"Pandas and Koalas are different from pythons because they do not efect people in any way all they do is eat"" vegatation while pythons eat what their bodies can handle and what they can take down."
6421,3,1,1,"The pandas in China only eat bamboo, while the koalas only eat eucalyptus leaves. While the pythons can eat anything from a small mouse to a large alligator."
6424,3,1,1,"Pandas and koalas are alike because unlike pythons they don't eat any meat. Most pandas only eat bamboo, and most koalas eat mostly eucalyptus."
6426,3,0,0,"Pandas in China are similar to koalas in Australia because they both eat alot. For example the panda eats almost nothing but bamboo. However, the koala bear eats eucalyptus leaves almost exclusively."
6427,3,0,1,"Koalas in China are similar to koalas in Australia by having to be eating leaves and faults. It's different from pythons by knowing that they most eat other creatures such as rabbits, mice, etc. It's very simple to know what they eat and what they cannot survive such as temperature, space and the amount of food."
6429,3,1,1,"Pandas and kolas are similar because the generally only eat one thing. Pandas and kolas are different from a python because a python can eat almost anything that moves, while pandas and kolas can only eat a small variety of food."
6431,3,1,1,"Pandas and koalas are both herbavores and eat a special diet complised of one plant, pandas eat bamboo and koalas eat eucalyptus and both are gentle creatures while the python is a nasty predetor for mice and other small mammals and birds."
6432,3,1,1,"Pandas and koalas are similar because they are both a specialist species. According to the article specialist species are species that can't adapt to a different environment than their own. They are different from the python because the python is known as a generalist species, which according to the article means that they can adapt to any environment and be able to survive."
6433,3,1,1,Pandas in China are similar to koalas in Australia because they are both specialist animals. In the article it states that both are specialists because they both eat only one main food. Pandas eat bamboo and koalas and eucalyptus leaves.
6434,3,1,1,"Pandas and koalas both only eat one type of vegetation. ""China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves."" Now pythons will eat anything moving and can cause while species to go extinct. ""A python swallowed an alligator."" Pythons are carnivourous and pandas and koalas are vegetarians."
6435,3,1,1,Panda's are similar to koalas in the except that they eat almost only one food and they are specialists. They are native species unlike the generalist python which is considered to be an invasive species by many.
6436,3,1,1,Pandas in China are similar to koala in Australia because they both herbivores. Pandas eat bamboo and koalas eat eucalyptus leaves. They're relatively harmless and are specialists. They are both different than pythons because pythons are generalists and they eat meat.
6437,3,0,1,Pandas in China are similar to koalas in Australia because they both don't eat meat and they're both not invasive. The python is invasive and eats meat. The python can spread and be a danger to a lot of animals and humans but the pandas in China and koalas in Australia aren't a danger to other animals and humans.
6438,3,1,1,"The panda is similar to koala because they both eat things exclusively. Pandas only eat bamboo and koalas only eat eucalyptus. This is different from pythons in that they can survive almost anywhere. You take a panda away from the bamboo in China it won't live. Same goes for the koalas in Australia, but you could bring a python anywhere and it could still survive."
6440,3,0,1,"Pandas in China are similar to koalas in Australia because they eat plants for food. These animals are way different from pythons because pythons eat other animals. In the everglades ""A python swallowed an alligator."" You can tell that pythons are viscious and pandas and koalas are not harmful to wildlife."
6441,3,2,2,Pandas and koalas are both similar mainly because they both depend on a single food source like bamboo and eucalyptus. Pythons however can travel anywhere with the right climate wild small preys so it can adapt better to a new place.
6442,3,1,1,"Pandas in china are like koalas in Australia because they both really only eat one thing everyday,all day  ""china's panda,which eats almost nothing but bamboo, or Australia's koalas ber which eats eucalyptus leaves almost exclusively""(21).They are different from a python because they are no where nearly as dangerous."
6443,3,0,0,Pandas from china and koalas from Australia are similar because they're eco-friendly species. They only eat plants and are no danger to humans. They're both different from to pythons because pythons are dangerous species and eat other animals that can disrupt our animal population they're also harmful to humans.
6444,3,1,1,"Pandas and koalas are similar in the way that they both only really eat 1 thing eucalyptus and bamboo. Pythons on the other hand, well eat really anything as supposed in the quote, ''a python swallowed an alligator."
6447,3,1,1,"Pandas in China and koalas in Australia are: what the article calls specialists. They can only live in Certain environments and unable to survive in others, pythons are what is called generalists. They are able to survive in different climates to adapt to places in different regions."
6448,3,2,2,"Pandas in China are similar to koalas in Australia because they both only eat and survive off of one type of food. Pandas only eat bamboo, and koalas only eat eucalyptus leaves. Both pandas and koalas are different from pythons because pythons will eat anything. The article even said that one python swallowed an alligator before; then it exploded."
6450,3,0,0,"Panda's in China are similar to koala's in Australia because they are both specialists, koalas and panda's are different from pythons because python's, one; aren't specialist and two they don't eat the same things."
6453,3,0,0,"Panda and koalas both have something in common and that thing is that they both aren't pets. But when you compare both pandas and koalas with a python, their is a huge difference, the python is a reptile just as it was described in the article, and koalas and pandas are mammals."
6454,3,0,0,"China's panda & Australia's koala are similar because they are both specialists. They differ from pythons because pythons are generalists. This is supported by the article because is paragraphs 19, 20, and 21, it explains the difference in specialists and generalists and classifies pandas and koalas as specialists and pythons as generalists."
6457,3,2,1,Pandas and koalas are similar in the way the article says they basically eat one type of food. That same information sets them apart from snakes like pythons because pythons eat according to the article a broad range of food from mice to aligators.
6458,3,2,2,"Panda's and koalas are similar because they are both specialists. They both eat exclusively one thing. The panda eats bamboo, the koala eats eucalptis trees. They are different from pythons because pythons are generalists. The eat anything from alligators to mite."
6459,3,1,1,Pandas and koalas are both specialist. Pandas eat almost nothing except for bamboo and a koala bear rats eucalyptus. A python is a generalist. Pythons consome a variety of preys.
6461,3,1,2,"Pandas in China are similar to koalas in Australia because they  both eat one particular type of food. In the article it says, ""China panda eat almost nothing but bamboo and koalas bear eats eucalyptus leaves almost exclusively. They both are different from pythons because pythons eat about anything an example in the article it says pythons ate a alligator."
6463,3,0,0,"Pandas and koalas are both different from pythons because they aren't a threat. They eat plant like things unlike pythons. If they could, pythons would eat us. Pandas + koalas are cute and fluffy + pleasing to the eye. Pythons are scary and slimey and people are affraid to even go near them."
6464,3,0,1,Pandas in China and koalas in Australia are the same because they live up in the trees and eat only leaves and plants. Also they are furry pythons are different because they eat meat and have scales.
6465,3,1,1,Pandas from China are similar to koalas in Australia because pandas and koalas both live in a warm climate and both eat leaves mainly. Both are different from pythons because they do not feed on alligators or any animal all they eat are leaves and bamboo.
6466,3,1,1,"Pandas in China are similar to koalas in Australia because both of this particular animals are that pananda always eats bamboo, and koalas always eat eucalyptus leaves, but of these animals always eat the same for which is not affect their environment. Both of these animals are different from pythons because these animals do not eat other animals including their own species according to the article. The python is more likely to eat its own species while pandas and koalas do not."
6467,3,0,1,Pandas in China are much like koalas in Australia because first of all they both only live in one part of the world. Second of all they only eat plants like bamboo and eucalyptus leaves while pythons are spreading throughout the world eating other small animals not plants.
6468,3,1,1,Pandas in China are similar to koalas in Australia and are different from pythons because a panda which eat almost nothing but bamboo and koala bear which eats eucalyptus leaves almost exclusively. They can live only in habitats with those resources and a python can live anywhere from Florida to Antarctica.
6469,3,1,0,The pandas in China are similar to pandas in Australia because they both eat a certain plant all the time. The pandas eat bamboo and the koala eats eucalyptus leaves. They both differ from the pythons because pandas and koalas arn't being sold as pets while pythons have been entering peoples homes that are doubted from 4.8 million.
6470,3,1,1,Pandas in China are similar to Koalas in Australia because they are both specialist meaning they always eat the same food. For example Koala's eat the eucalyptus leaves and a Panda eats bamboo. They are both different from pythons because pythons vary their foods.
6471,3,1,1,"Pandas in China are similar to koalas in Australia because they are specialists. For example in par.11, it says, "" a specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively"", they are both different from pythons because pythons are generalists to other meds, pythons can live in almost any available environment."
6472,3,0,0,"Pandas and koalas are alike because they are both herbivores and different to a python because it a carnivore. Also, pythons are notorious for eating everything when ever and pandas and koalas are both harmless creatures."
6473,3,1,1,"Both of these animals are excusive and pretty much eat only one thing, while pythons will eat anything they can get and can adapt to places fast."
